source_ID,source_text,target_ID,target_text,relation,source_type,target_type,file_name,type_pair
NA_76,provision authorise panie;  to use scheme;  to use asset;  provide article;  record sheet;  record year;  end number,NA_61,article provide ; scheme apply panie; asset have be transfer ,no-relation,na,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,na-na
NA_167,decision do number entity; they may be tax risk;  to justify grant,NA_218,article provide opportunity; asset have be transfer transaction;  follow transaction;  carry law;  to realign value;  to realign purpose; they pay tax; they be realign value; they realign value,no-relation,na,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,na-na
NA_136,asset have be transfer ; justification result nature,NA_87,commission clude ;  put place;  put law; scheme stitute measure,no-relation,na,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,na-na
NA_104,it reject argument; advantage be justify nature,NA_192, to extend scheme;  to extend panie; asset have be transfer law; decision can be explain fact,no-relation,na,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,na-na
NA_89,commission hold ;  result article; scheme do number stitute; scheme do number measure; it apply gain; it apply result;  realise institution;  effect law,NA_37, establish number; system bring misalignment; system bring purpose,no-relation,na,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,na-na
NA_186, accord appellant; which enter force; which enter decree; reform remove risk;  arise transfer,NA_153,assessment should be carry light;  pursue it,no-relation,na,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,na-na
NA_4, have regard;  hear general;  to proceed judgment;  to proceed opinion; rapporteur give judgment,NA_200,commission submit ; which transfer asset; which transfer law; which have become foundation,no-relation,na,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,na-na
NA_233, provide government; explanation show ;  to extend scheme;  provide article; which have transfer asset; which have transfer scheme;  lay decree; panie benefit scheme; which have transfer asset; which have transfer exchange; panie be tax realignment; panie be tax case,NA_94, accord commission;  provide article; advantage can be not regard minimis,no-relation,na,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,na-na
NA_104,it reject argument; advantage be justify nature,NA_140,court should have rely situation,no-relation,na,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,na-na
NA_218,article provide opportunity; asset have be transfer transaction;  follow transaction;  carry law;  to realign value;  to realign purpose; they pay tax; they be realign value; they realign value,NA_85, having describe rule;  govern treatment; there be advantage; commission hold point;  put place;  put respect;  put article;  put respect; scheme do number ;  stitute aid; value remain ; gain do materialise ; advantage be grant ,no-relation,na,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,na-na
A2,appellant state ;  to be use framework; scheme have ferre advantage; scheme have ferre they; company have ferre advantage; company have ferre they,NA_31, provide directive;  provide law,no-relation,prem,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,prem-na
NA_22,entity be tax 15; entity be tax rate,NA_225,asset have be transfer system;  establish article; panie realign value; panie realign payment,no-relation,na,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,na-na
NA_13,payment take place; payment take date,NA_56,difference be deem ;  recognise purpose;  receive entity,no-relation,na,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,na-na
NA_39, accord court;  to undertake examination; which govern setting,B10, entrust operation; balance should be threaten ,no-relation,na,prem,R2017_Viasat Broadcasting UK Ltd v European Commission.xml,na-prem
NA_35, examine question; company cerne decision; measure involve resource; court hold ; commission have fail ;  to state reason;  to state decision; it take revenue; it take 1995; it take sideration; it take judgment,NA_62,viasat claim ; application must obstruct performance; requirement must be interpret ;  to refer provision,no-relation,na,na,R2017_Viasat Broadcasting UK Ltd v European Commission.xml,na-na
NA_68,,B6,number to be characterise aid; number must be meet ,no-relation,na,prem,R2017_Viasat Broadcasting UK Ltd v European Commission.xml,na-prem
A7,court sider ;  having hear general; it have information; it have it;  to give judgment,NA_31,commission decide ; that might be necte recapitalisation,no-relation,prem,na,R2017_Viasat Broadcasting UK Ltd v European Commission.xml,prem-na
NA_30,company clude ;  plan a;  plan s;  to rebuild capital; a need version; s need version;  follow version;  follow pany;  to fulfil mission,NA_69, regard field,no-relation,na,na,R2017_Viasat Broadcasting UK Ltd v European Commission.xml,na-na
NA_61, accord dition; pensation be calculate ;  must be establish advance;  must be establish manner; pensation must be determine basis; undertaking would have incur ;  perform task,NA_36,court find ; dition have be meet ;  support analysis; which govern setting,no-relation,na,na,R2017_Viasat Broadcasting UK Ltd v European Commission.xml,na-na
C6,it follow paragraph; tfeu do require commission;  to take dition;  to take sideration,NA_68,,no-relation,prem,na,R2017_Viasat Broadcasting UK Ltd v European Commission.xml,prem-na
C4,it must be observe nection; court reject plea;  allege failure;  to state reason;  to state decision; decision do mention role;  to state reason;  vitiate decision; decision apply framework; which favour viasat,NA_65,examination have take place; commission would have clude ;  meet dition; adoption would have obstruct performance,no-relation,prem,na,R2017_Viasat Broadcasting UK Ltd v European Commission.xml,prem-na
NA_72,company tend ,C10,ground must be reject ,no-relation,na,conc,R2017_Viasat Broadcasting UK Ltd v European Commission.xml,na-conc
B14a,issue must be resolve one; company sist ;  assign recipient,NA_78, to bear t,no-relation,prem,na,R2017_Viasat Broadcasting UK Ltd v European Commission.xml,prem-na
B17,finding be support wording; general observe point; which state ;  to provide funding; funding be grant fulfilment;  organise state; funding do affect dition; funding do affect extent; realisation shall be take account,C2,viasat allege ; court fail ;  to reply plea;  raise application;  raise instance,no-relation,prem,prem,R2017_Viasat Broadcasting UK Ltd v European Commission.xml,prem-prem
B19,ground must be reject ,NA_30,company clude ;  plan a;  plan s;  to rebuild capital; a need version; s need version;  follow version;  follow pany;  to fulfil mission,no-relation,conc,na,R2017_Viasat Broadcasting UK Ltd v European Commission.xml,conc-na
NA_31,commission decide ; that might be necte recapitalisation,NA_38,court hold ; clusion be vitiate failure,no-relation,na,na,R2017_Viasat Broadcasting UK Ltd v European Commission.xml,na-na
A1bis,viasat submit ; opinion distort some; opinion raise argument; which be debate party,NA_45,company test cern; company test measure;  grant 1995,no-relation,prem,na,R2017_Viasat Broadcasting UK Ltd v European Commission.xml,prem-na
NA_46,commission take measure; commission take account;  take 2004;  take decision;  follow decision,NA_77,which intervene proceeding;  to bear t,no-relation,na,na,R2017_Viasat Broadcasting UK Ltd v European Commission.xml,na-na
NA_11,a have mission; / have mission; s have mission;  broadcast programme,NA_51,viasat claim ;  raise plea;  raise nection,no-relation,na,na,R2017_Viasat Broadcasting UK Ltd v European Commission.xml,na-na
NA_73,it follow all; appeal must be dismiss entirety,NA_64, accord viasat; it should have be ascertain nection; application obstruct performance;  assign tv2,no-relation,na,na,R2017_Viasat Broadcasting UK Ltd v European Commission.xml,na-na
NA_74, to make decision,B13,it must be point nection;  to assess measure;  to assess tfeu; what be claim appellant;  lay law; dition be meet ,no-relation,na,prem,R2017_Viasat Broadcasting UK Ltd v European Commission.xml,na-prem
NA_32, bring hand;  bring case;  bring petitor,B11,derogation to be make rule; derogation to be make circumstance; tfeu seek ;  to reconcile interest;  to reconcile interest;  use undertaking;  ensure pliance; market see judgment; market see effect,no-relation,na,prem,R2017_Viasat Broadcasting UK Ltd v European Commission.xml,na-prem
B3bis,dition be meet ; company stitute aid;  be ere derogation;  provide treaties,B2ter,it must fer advantage; it must distort ; it threaten ;  to distort petition; it see judgment; it see effect,no-relation,prem,prem,R2017_Viasat Broadcasting UK Ltd v European Commission.xml,prem-prem
NA_8,action have be bring viasat,NA_56,court should set judgment; court should set appeal; it dismiss action; court annul decision; court order commission;  to pay t;  set judgment;  set appeal;  refer case;  refer decision;  reserve decision,no-relation,na,na,R2017_Viasat Broadcasting UK Ltd v European Commission.xml,na-na
NA_57,company tend ; court should dismiss appeal; court order viasat;  to pay t;  incur instance,NA_10,,no-relation,na,na,R2017_Viasat Broadcasting UK Ltd v European Commission.xml,na-na
NA_65,examination have take place; commission would have clude ;  meet dition; adoption would have obstruct performance,NA_4, have regard;  hear opinion;  hear sitting;  give judgment; uk seek ;  to have set judgment; company dismiss action;  direct decision;  implement denmark,no-relation,na,na,R2017_Viasat Broadcasting UK Ltd v European Commission.xml,na-na
NA_37,decision be vitiate failure;  to state reason,B18, have regard; it hold judgment; tfeu do require commission;  to take dition;  to take sideration,no-relation,na,prem,R2017_Viasat Broadcasting UK Ltd v European Commission.xml,na-prem
NA_43,company sulte kingdom; company sulte s; company receive observation; company receive party,NA_60, allege infringement; viasat claim ; court err law; commission cerne light; company cerne light;  set tfeu; application must obstruct performance; performance must affect development;  to take fact;  to take sideration;  meet dition,no-relation,na,na,R2017_Viasat Broadcasting UK Ltd v European Commission.xml,na-na
C4,it must be observe nection; court reject plea;  allege failure;  to state reason;  to state decision; decision do mention role;  to state reason;  vitiate decision; decision apply framework; which favour viasat,NA_30,company clude ;  plan a;  plan s;  to rebuild capital; a need version; s need version;  follow version;  follow pany;  to fulfil mission,no-relation,prem,na,R2017_Viasat Broadcasting UK Ltd v European Commission.xml,prem-na
B12, set paragraph; viasat submit ; commission be require ;  to examine assessment;  to examine tfeu;  meet dition; meet would have obstruct performance;  assign it,NA_45,company test cern; company test measure;  grant 1995,no-relation,prem,na,R2017_Viasat Broadcasting UK Ltd v European Commission.xml,prem-na
NA_80,fernlund deliver rt; fernlund deliver luxembourg; fernlund deliver march,NA_41, deliver september; court rule ;  to recover aid;  result decision;  to rule order,no-relation,na,na,R2017_Viasat Broadcasting UK Ltd v European Commission.xml,na-na
B16,which be supplement number;  regard field; provision can be not interpret isolation;  have regard;  take information;  take account,B18, have regard; it hold judgment; tfeu do require commission;  to take dition;  to take sideration,no-relation,prem,prem,R2017_Viasat Broadcasting UK Ltd v European Commission.xml,prem-prem
NA_71,finding be support wording; general observe point,NA_34,court hold ; commission have clude ; it find instance;  vitiate decision; which lead annulment,no-relation,na,na,R2017_Viasat Broadcasting UK Ltd v European Commission.xml,na-na
